Timestamp,Day of the sale,Quantity,Month of the year,Day of the week,Price (per item unless its a set),Card amount paid,Cash amount paid,Product type,Handmade / Beaded collections,Sterling Silver collections,Gold Plated collections,details,Zirconia Color,Mohave type,Birth Stone type,How many items in the set,Set type 
12/23/2024 13:17:53,12/23/2024,1,December,Monday,45,45,0,Gold Plated,,,necklaces,Emerald pendant not triangle,,,,,
12/23/2024 15:18:09,12/23/2024,1,December,Monday,79,79,0,Sterling Silver,,SET,,Infinity,,,,2,Necklace & Studs
12/23/2024 17:17:59,12/23/2024,1,December,Monday,18,18,0,Sterling Silver,,Sterling Silver Stud Earings,,Triple round ,,,,,
12/24/2024 10:13:56,12/24/2024,1,December,Tuesday,45,45,0,Sterling Silver,,Sterling Silver Rings,,Sapphire ring,,,,,
12/24/2024 12:38:58,12/24/2024,1,December,Tuesday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,BuTtErFlY bRaCeLeT,,,,,
12/24/2024 12:54:03,12/24/2024,1,December,Tuesday,28,28,0,Sterling Silver,,Sterling Silver Stud Earings,,Sun turquoise ,,,,,
12/24/2024 13:07:56,12/24/2024,1,December,Tuesday,15,15,0,Sterling Silver,,Sterling Silver Nose rings,,Butterfly pink,,,,,
12/24/2024 13:35:17,12/24/2024,1,December,Tuesday,25,0,25,Gold Plated,,,stud earings,Mohave Stone,,Mohave emerald,,,
12/24/2024 13:41:31,12/24/2024,1,December,Tuesday,30,0,30,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,,
12/24/2024 15:19:59,12/24/2024,1,December,Tuesday,28,28,0,Sterling Silver,,Sterling Silver Stud Earings,,Moon stone ,,,,,
12/24/2024 16:55:48,12/24/2024,1,December,Tuesday,35,35,0,Gold Plated,,,necklaces,Rose quartz ,,,,,
12/24/2024 17:00:04,12/24/2024,1,December,Tuesday,30,30,0,Handmade / Beaded,beaded necklaces,,,Evil eye,,,,,
12/24/2024 17:01:44,12/24/2024,1,December,Tuesday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Flower zirconia ,,,,,
12/26/2024 13:00:39,12/26/2024,1,December,Thursday,26,26,0,Gold Plated,,,dangling earings,Mohave Stone,,Mohave sapphire,,,
12/26/2024 15:27:48,12/26/2024,1,December,Thursday,19,19,0,Gold Plated,,,stud earings,Blue sapphire ,,,,,
12/26/2024 15:49:22,12/26/2024,1,December,Thursday,42,42,0,Sterling Silver,,Sterling Silver Necklaces,,Clover black with Zirconia ,,,,,
12/26/2024 16:55:00,12/26/2024,1,December,Thursday,93,0,93,Sterling Silver,,Sterling Silver Rings,,Blue and apricot agate for men ,,,,,
12/26/2024 17:56:33,12/26/2024,1,December,Thursday,34,34,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,,
12/26/2024 16:55:00,12/26/2024,1,December,Thursday,93,0,93,Sterling Silver,,Sterling Silver Rings,,Blue and apricot agate for men ,,,,,
12/27/2024 15:47:35,12/27/2024,1,December,Friday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Butterfly ,,,,,
12/27/2024 17:06:01,12/27/2024,1,December,Friday,60,60,0,Sterling Silver,,SET,,Oval purple,,,,2,Necklace & Studs
12/27/2024 17:06:34,12/27/2024,1,December,Friday,15,15,0,Handmade / Beaded,Key Chains,,,Poland,,,,,
12/27/2024 17:07:30,12/27/2024,1,December,Friday,32,32,0,Sterling Silver,,Sterling Silver Necklaces,,Sun turquoise small,,,,,
12/28/2024 14:09:07,12/28/2024,1,December,Saturday,58,8,50,Sterling Silver,,Sterling Silver Bracelets,,Man bracelets ,,,,,
12/29/2024 13:44:57,12/29/2024,1,December,Sunday,20,0,20,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,,
12/29/2024 14:47:45,12/29/2024,1,December,Sunday,22,22,0,Gold Plated,,,stud earings,Amethyst birth stone studs ,,,,,
12/29/2024 16:01:31,12/29/2024,1,December,Sunday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Globe ,,,,,
12/30/2024 12:40:28,12/30/2024,1,December,Monday,30,0,30,Handmade / Beaded,beaded bracelets,,,Green,,,,,
12/30/2024 12:41:02,12/30/2024,1,December,Monday,40,40,0,Sterling Silver,,Sterling Silver Necklaces,,Small clover white,,,,,
12/30/2024 14:42:56,12/30/2024,1,December,Monday,35,35,0,Sterling Silver,,Sterling Silver Bracelets,,Clover white,,,,,
12/30/2024 14:43:30,12/30/2024,1,December,Monday,35,35,0,Sterling Silver,,Sterling Silver Bracelets,,Clover black,,,,,
12/30/2024 15:07:11,12/30/2024,1,December,Monday,40,40,0,Gold Plated,,,stud earings,White clover big ones,,,,,
12/30/2024 15:40:31,12/30/2024,1,December,Monday,45,45,0,Sterling Silver,,Sterling Silver Necklaces,,Big clover white,,,,,
12/31/2024 14:25:24,12/31/2024,1,December,Tuesday,36,36,0,Sterling Silver,,Sterling Silver Necklaces,,Evil eye,,,,,
12/31/2024 14:26:00,12/31/2024,1,December,Tuesday,22,22,0,Handmade / Beaded,beaded bracelets,,,Evil eye,,,,,
12/31/2024 14:26:32,12/31/2024,1,December,Tuesday,22,22,0,Handmade / Beaded,beaded bracelets,,,Evil eye,,,,,
12/31/2024 17:22:12,12/31/2024,1,December,Tuesday,60,60,0,Gold Plated,,,SET,Raw Stone,,,Amethyst (february),2,Necklace & Earrings
12/31/2024 17:23:14,12/31/2024,1,December,Tuesday,35,35,0,Gold Plated,,,necklaces,Raw Stone,,,Peridot (august),,
1/1/2025 13:54:33,1/1/2025,1,December,Wednesday,48,28,20,Sterling Silver,,Sterling Silver Bangles,,"Daisy , green stone",,,,,
1/2/2025 12:02:36,1/2/2025,1,January,Thursday,15,15,,Handmade / Beaded,Earing Charms,,,Butterfly 🦋 and angel love blue,,,,,
1/2/2025 17:08:43,1/2/2025,1,January,Thursday,15,15,,Handmade / Beaded,Earing Charms,,,Unicorn and whale,,,,,
1/2/2025 17:08:43,1/2/2025,1,January,Thursday,15,15,,Handmade / Beaded,Earing Charms,,,Unicorn and whale,,,,,
1/2/2025 17:08:43,1/2/2025,1,January,Thursday,15,15,,Handmade / Beaded,Earing Charms,,,Unicorn and whale,,,,,
1/4/2025 13:50:03,1/4/2025,1,January,Saturday,12,12,,Sterling Silver,,Nose piercings ,,Zirconia,white (diamond),,,,
1/6/2025 11:55:29,1/5/2025,1,January,Sunday,25,25,,Sterling Silver,,Sterling Silver Rings,,Evil eye,,,,,
